id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude,section_prefixe
2021-1180089,2021-05-12,1,Vente,104000.0,10.0,None,RUE PAUL LANGEVIN,1900,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0030,None,None,13,,22,73.19,31,None,None,None,None,None,3,3,Dépendance,,0.0,None,None,None,None,,1.093953,49.388219,000BH
2021-1179738,2021-04-15,1,Vente,214000.0,6.0,None,RUE ENRICO FERMI,760,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0323,None,None,None,,None,,None,None,None,None,None,None,0,1,Maison,89.0,5.0,S,sols,None,None,404.0,1.091406,49.387213,000BH
2021-1178603,2021-02-24,1,Echange,10000.0,14.0,None,RUE CLAUDINE GUERIN,505,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0237,None,None,None,,None,,None,None,None,None,None,None,0,None,None,,,S,sols,None,None,627.0,1.094284,49.384738,000BH
2021-1178603,2021-02-24,1,Echange,10000.0,16.0,None,RUE CLAUDINE GUERIN,505,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0240,None,None,None,,None,,None,None,None,None,None,None,0,None,None,,,S,sols,None,None,13.0,1.094334,49.385143,000BH
2021-1178603,2021-02-24,2,Echange,10000.0,14.0,None,RUE CLAUDINE GUERIN,505,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0237,None,None,None,,None,,None,None,None,None,None,None,0,None,None,,,S,sols,None,None,627.0,1.094284,49.384738,000BH
2021-1178603,2021-02-24,2,Echange,10000.0,16.0,None,RUE CLAUDINE GUERIN,505,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0239,None,None,None,,None,,None,None,None,None,None,None,0,None,None,,,S,sols,None,None,13.0,1.094299,49.385144,000BH
2021-1178644,2021-02-24,1,Vente,99000.0,14.0,None,RUE CLAUDINE GUERIN,505,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0237,None,None,None,,None,,None,None,None,None,None,None,0,None,None,,,S,sols,None,None,627.0,1.094284,49.384738,000BH
2021-1178644,2021-02-24,1,Vente,99000.0,16.0,None,RUE CLAUDINE GUERIN,505,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0240,None,None,None,,None,,None,None,None,None,None,None,0,None,None,,,S,sols,None,None,13.0,1.094334,49.385143,000BH
2021-1178003,2021-01-22,1,Vente,166000.0,1.0,None,RUE SALVADOR ALLENDE,2305,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0282,None,None,None,,None,,None,None,None,None,None,None,0,1,Maison,103.0,6.0,S,sols,None,None,380.0,1.088203,49.387801,000BH
2021-1177861,2021-01-11,1,Vente,123000.0,8.0,None,RUE PAUL LANGEVIN,1900,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0030,None,None,303,,313,,323,None,None,None,None,None,3,2,Appartement,73.0,4.0,None,None,None,None,,1.093953,49.388219,000BH
2021-1177861,2021-01-11,1,Vente,123000.0,8.0,None,RUE PAUL LANGEVIN,1900,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0030,None,None,303,,313,,323,None,None,None,None,None,3,3,Dépendance,,0.0,None,None,None,None,,1.093953,49.388219,000BH
2021-1177861,2021-01-11,1,Vente,123000.0,8.0,None,RUE PAUL LANGEVIN,1900,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0030,None,None,303,,313,,323,None,None,None,None,None,3,3,Dépendance,,0.0,None,None,None,None,,1.093953,49.388219,000BH
2020-1066538,2020-12-16,1,Vente,119000.0,8.0,None,JOSEPHINE BAKER,1362,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0447,None,None,None,,None,,None,None,None,None,None,None,0,1,Maison,77.0,4.0,S,sols,None,None,259.0,1.087578,49.387442,000BH
2020-1064166,2020-08-27,1,Vente,170000.0,9.0,None,RUE SALVADOR ALLENDE,2305,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0278,None,None,None,,None,,None,None,None,None,None,None,0,1,Maison,88.0,5.0,S,sols,None,None,232.0,1.087597,49.387693,000BH
2020-1063244,2020-07-22,1,Vente,65100.0,12.0,None,RUE PAUL LANGEVIN,1900,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0030,None,None,44,,54,63.5,63,None,None,None,None,None,3,2,Appartement,63.0,3.0,None,None,None,None,,1.093953,49.388219,000BH
2020-1062846,2020-06-30,1,Vente,281000.0,52.0,None,RUE DES FUSILLES,940,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0253,None,None,None,,None,,None,None,None,None,None,None,0,1,Maison,94.0,4.0,S,sols,None,None,851.0,1.089367,49.385516,000BH
2020-1063059,2020-06-29,1,Vente,61000.0,10.0,None,RUE PAUL LANGEVIN,1900,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0030,None,None,14,,23,63.02,35,None,None,None,None,None,3,2,Appartement,63.0,3.0,None,None,None,None,,1.093953,49.388219,000BH
2020-1062881,2020-06-23,1,Vente,187000.0,4.0,None,RUE ENRICO FERMI,760,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0324,None,None,None,,None,,None,None,None,None,None,None,0,1,Maison,85.0,4.0,S,sols,None,None,407.0,1.09146,49.38706,000BH
2020-1062323,2020-06-09,1,Vente,194500.0,46.0,None,RUE DE STALINGRAD,2340,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0182,None,None,None,,None,,None,None,None,None,None,None,0,1,Maison,68.0,4.0,S,sols,None,None,472.0,1.094945,49.386042,000BH
2020-1062744,2020-06-08,1,Vente,100000.0,40.0,None,RUE CLAUDINE GUERIN,505,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0197,None,None,None,,None,,None,None,None,None,None,None,0,1,Maison,84.0,5.0,S,sols,None,None,479.0,1.095049,49.384414,000BH
2020-1062744,2020-06-08,1,Vente,100000.0,14.0,None,RUE CLAUDINE GUERIN,505,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0230,None,None,None,,None,,None,None,None,None,None,None,0,3,Dépendance,,0.0,S,sols,None,None,13.0,1.094591,49.385014,000BH
2020-1062744,2020-06-08,1,Vente,100000.0,,None,RUE CLAUDINE GUERIN,505,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0231,None,None,None,,None,,None,None,None,None,None,None,0,None,None,,,S,sols,None,None,13.0,1.094589,49.384991,000BH
2020-1062744,2020-06-08,1,Vente,100000.0,14.0,None,RUE CLAUDINE GUERIN,505,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0232,None,None,None,,None,,None,None,None,None,None,None,0,None,None,,,S,sols,None,None,13.0,1.094588,49.384969,000BH
2020-1062744,2020-06-08,1,Vente,100000.0,,None,RUE CLAUDINE GUERIN,505,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0233,None,None,None,,None,,None,None,None,None,None,None,0,None,None,,,S,sols,None,None,13.0,1.094586,49.384951,000BH
2020-1062744,2020-06-08,1,Vente,100000.0,14.0,None,RUE CLAUDINE GUERIN,505,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0234,None,None,None,,None,,None,None,None,None,None,None,0,None,None,,,S,sols,None,None,1387.0,1.094667,49.384851,000BH
2020-1062744,2020-06-08,1,Vente,100000.0,14.0,None,RUE CLAUDINE GUERIN,505,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0235,None,None,None,,None,,None,None,None,None,None,None,0,None,None,,,S,sols,None,None,352.0,1.094568,49.384679,000BH
2020-1062744,2020-06-08,1,Vente,100000.0,14.0,None,RUE CLAUDINE GUERIN,505,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0236,None,None,None,,None,,None,None,None,None,None,None,0,None,None,,,S,sols,None,None,1178.0,1.094721,49.38471,000BH
2020-1062744,2020-06-08,1,Vente,100000.0,14.0,None,RUE CLAUDINE GUERIN,505,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0242,None,None,None,,None,,None,None,None,None,None,None,0,None,None,,,S,sols,None,None,13.0,1.094414,49.385141,000BH
2020-1062744,2020-06-08,1,Vente,100000.0,,None,RUE CLAUDINE GUERIN,505,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0243,None,None,None,,None,,None,None,None,None,None,None,0,None,None,,,S,sols,None,None,13.0,1.094449,49.38514,000BH
2020-1062744,2020-06-08,1,Vente,100000.0,16.0,None,RUE CLAUDINE GUERIN,505,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0244,None,None,None,,None,,None,None,None,None,None,None,0,None,None,,,S,sols,None,None,13.0,1.094484,49.385139,000BH
2020-1062744,2020-06-08,1,Vente,100000.0,,None,RUE CLAUDINE GUERIN,505,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0245,None,None,None,,None,,None,None,None,None,None,None,0,None,None,,,S,sols,None,None,13.0,1.094522,49.385138,000BH
2020-1061084,2020-03-11,1,Vente,88000.0,12.0,None,RUE PAUL LANGEVIN,1900,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0030,None,None,45,,55,74.34,64,None,None,None,None,None,3,2,Appartement,73.0,4.0,None,None,None,None,,1.093953,49.388219,000BH
2020-1060860,2020-03-03,1,Vente,170000.0,24.0,None,RUE DES FUSILLES,940,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0288,None,None,None,,None,,None,None,None,None,None,None,0,1,Maison,73.0,3.0,S,sols,None,None,464.0,1.091331,49.385508,000BH
2020-1060618,2020-02-07,1,Vente,137000.0,8.0,None,RUE DOCTEUR SEMMELWEIS,660,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0078,None,None,None,,None,,None,None,None,None,None,None,0,1,Maison,78.0,4.0,S,sols,None,None,572.0,1.09432,49.386721,000BH
2020-1060618,2020-02-07,1,Vente,137000.0,,None,RUE GASTON CONTREMOULINS,990,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0292,None,None,None,,None,,None,None,None,None,None,None,0,None,None,,,S,sols,None,None,8691.0,1.093538,49.386579,000BH
2020-1060586,2020-02-03,1,Vente,63000.0,22.0,None,RUE DOCTEUR SEMMELWEIS,660,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0092,None,None,None,,None,,None,None,None,None,None,None,0,3,Dépendance,,0.0,S,sols,None,None,100.0,1.092823,49.387085,000BH
2020-1060586,2020-02-03,1,Vente,63000.0,22.0,None,RUE DOCTEUR SEMMELWEIS,660,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0092,None,None,None,,None,,None,None,None,None,None,None,0,3,Dépendance,,0.0,S,sols,None,None,100.0,1.092823,49.387085,000BH
2020-1060586,2020-02-03,1,Vente,63000.0,22.0,None,RUE DOCTEUR SEMMELWEIS,660,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0092,None,None,None,,None,,None,None,None,None,None,None,0,3,Dépendance,,0.0,S,sols,None,None,100.0,1.092823,49.387085,000BH
2020-1060586,2020-02-03,1,Vente,63000.0,22.0,None,RUE DOCTEUR SEMMELWEIS,660,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0092,None,None,None,,None,,None,None,None,None,None,None,0,3,Dépendance,,0.0,S,sols,None,None,100.0,1.092823,49.387085,000BH
2020-1060586,2020-02-03,1,Vente,63000.0,22.0,None,RUE DOCTEUR SEMMELWEIS,660,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0092,None,None,None,,None,,None,None,None,None,None,None,0,3,Dépendance,,0.0,S,sols,None,None,100.0,1.092823,49.387085,000BH
2020-1060586,2020-02-03,1,Vente,63000.0,22.0,None,RUE DOCTEUR SEMMELWEIS,660,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0092,None,None,None,,None,,None,None,None,None,None,None,0,3,Dépendance,,0.0,S,sols,None,None,100.0,1.092823,49.387085,000BH
2020-1060586,2020-02-03,1,Vente,63000.0,22.0,None,RUE DOCTEUR SEMMELWEIS,660,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0092,None,None,None,,None,,None,None,None,None,None,None,0,3,Dépendance,,0.0,S,sols,None,None,100.0,1.092823,49.387085,000BH
2020-1060586,2020-02-03,1,Vente,63000.0,22.0,None,RUE DOCTEUR SEMMELWEIS,660,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0092,None,None,None,,None,,None,None,None,None,None,None,0,3,Dépendance,,0.0,S,sols,None,None,100.0,1.092823,49.387085,000BH
2020-1060586,2020-02-03,1,Vente,63000.0,22.0,None,RUE DOCTEUR SEMMELWEIS,660,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0092,None,None,None,,None,,None,None,None,None,None,None,0,3,Dépendance,,0.0,S,sols,None,None,100.0,1.092823,49.387085,000BH
2020-1060586,2020-02-03,1,Vente,63000.0,22.0,None,RUE DOCTEUR SEMMELWEIS,660,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0092,None,None,None,,None,,None,None,None,None,None,None,0,3,Dépendance,,0.0,S,sols,None,None,100.0,1.092823,49.387085,000BH
2020-1060586,2020-02-03,1,Vente,63000.0,,None,RUE CHARLES CROS,440,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0545,None,None,None,,None,,None,None,None,None,None,None,0,None,None,,,S,sols,None,None,32.0,1.092857,49.387043,000BH
2020-1060429,2020-01-17,1,Vente,95000.0,12.0,None,RUE PAUL LANGEVIN,1900,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0030,None,None,39,,49,73.86,59,None,None,None,None,None,3,2,Appartement,73.0,4.0,None,None,None,None,,1.093953,49.388219,000BH
2020-1060085,2020-01-13,1,Vente,149000.0,4.0,None,RUE DE STALINGRAD,2340,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0385,None,None,None,,None,,None,None,None,None,None,None,0,1,Maison,70.0,4.0,S,sols,None,None,327.0,1.09481,49.388839,000BH
2020-1060085,2020-01-13,1,Vente,149000.0,4.0,None,RUE DE STALINGRAD,2340,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0396,None,None,None,,None,,None,None,None,None,None,None,0,3,Dépendance,,0.0,S,sols,None,None,20.0,1.094836,49.388831,000BH
2020-1060085,2020-01-13,1,Vente,149000.0,2.0,None,RUE DE STALINGRAD,2340,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0397,None,None,None,,None,,None,None,None,None,None,None,0,None,None,,,S,sols,None,None,694.0,1.094927,49.388701,000BH
2019-1116428,2019-09-24,1,Vente,70000.0,2.0,None,RUE PAUL LANGEVIN,1900,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0030,None,None,211,,221,71.95,230,None,None,None,None,None,3,2,Appartement,73.0,4.0,None,None,None,None,,1.093953,49.388219,000BH
2019-1116431,2019-09-16,1,Vente,149500.0,8.0,None,RUE DES FRERES LUMIERE,930,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0037,None,None,None,,None,,None,None,None,None,None,None,0,1,Maison,90.0,4.0,S,sols,None,None,436.0,1.093515,49.387679,000BH
2019-1115959,2019-09-10,1,Vente,73450.0,2.0,None,RUE PAUL LANGEVIN,1900,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0030,None,None,212,,222,,237,None,None,None,None,None,3,2,Appartement,63.0,3.0,None,None,None,None,,1.093953,49.388219,000BH
2019-1116316,2019-09-09,1,Vente,207000.0,5.0,None,RUE ALBERT EINSTEIN,10,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0330,None,None,None,,None,,None,None,None,None,None,None,0,1,Maison,96.0,5.0,S,sols,None,None,395.0,1.091663,49.387681,000BH
2019-1115812,2019-08-29,1,Vente,69000.0,6.0,None,RUE PAUL LANGEVIN,1900,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0030,None,None,270,,280,,290,None,None,None,None,None,3,2,Appartement,63.0,3.0,None,None,None,None,,1.093953,49.388219,000BH
2019-1115812,2019-08-29,1,Vente,69000.0,2.0,None,RUE PAUL LANGEVIN,1900,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0030,None,None,204,,None,,None,None,None,None,None,None,1,3,Dépendance,,0.0,None,None,None,None,,1.093953,49.388219,000BH
2019-1115354,2019-08-05,1,Vente,147950.0,2.0,None,RUE DES FUSILLES,940,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0184,None,None,None,,None,,None,None,None,None,None,None,0,1,Maison,70.0,3.0,S,sols,None,None,381.0,1.095057,49.385697,000BH
2019-1114852,2019-07-12,1,Vente,64000.0,8.0,None,RUE PAUL LANGEVIN,1900,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0030,None,None,305,,315,72.6,324,None,None,None,None,None,3,2,Appartement,73.0,4.0,None,None,None,None,,1.093953,49.388219,000BH
2019-1114580,2019-06-27,1,Vente,52900.0,4.0,None,RUE PAUL LANGEVIN,1900,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0030,None,None,245,,255,,262,None,None,None,None,None,3,2,Appartement,73.0,4.0,None,None,None,None,,1.093953,49.388219,000BH
2019-1113926,2019-06-07,1,Vente,88350.0,4.0,None,RUE PAUL LANGEVIN,1900,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0030,None,None,239,,249,72.92,266,None,None,None,None,None,3,2,Appartement,73.0,4.0,None,None,None,None,,1.093953,49.388219,000BH
2019-1113031,2019-04-03,1,Vente,52000.0,10.0,None,RUE PAUL LANGEVIN,1900,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0030,None,None,16,,25,62.53,32,None,None,None,None,None,3,2,Appartement,63.0,3.0,None,None,None,None,,1.093953,49.388219,000BH
2019-1112899,2019-03-21,1,Vente,1600.0,,None,RUE CHARLES CROS,440,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0545,None,None,None,,None,,None,None,None,None,None,None,0,None,None,,,S,sols,None,None,32.0,1.092857,49.387043,000BH
2019-1112706,2019-03-15,1,Vente,214000.0,11.0,None,RUE SALVADOR ALLENDE,2305,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0277,None,None,None,,None,,None,None,None,None,None,None,0,1,Maison,108.0,6.0,S,sols,None,None,525.0,1.087457,49.387694,000BH
2018-1035625,2018-10-15,1,Vente,158000.0,9.0,None,RUE DES FUSILLES,940,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0209,None,None,None,,None,,None,None,None,None,None,None,0,1,Maison,124.0,7.0,S,sols,None,None,479.0,1.094122,49.385308,000BH
2018-1035048,2018-10-04,1,Vente,215000.0,33.0,None,RUE DES FUSILLES,940,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0219,None,None,None,,None,,None,None,None,None,None,None,0,1,Maison,78.0,4.0,S,sols,None,None,97.0,1.090872,49.385041,000BH
2018-1035048,2018-10-04,1,Vente,215000.0,33.0,None,RUE DES FUSILLES,940,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0219,None,None,None,,None,,None,None,None,None,None,None,0,1,Maison,78.0,4.0,J,jardins,POTAG,Jardin potager,788.0,1.090872,49.385041,000BH
2018-1035078,2018-10-03,1,Vente,118500.0,16.0,None,RUE PAUL LANGEVIN,1900,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0030,None,None,107,72.27,117,,97,None,None,None,None,None,3,2,Appartement,73.0,2.0,None,None,None,None,,1.093953,49.388219,000BH
2018-1034648,2018-09-10,1,Vente,1600.0,,None,RUE CHARLES CROS,440,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0545,None,None,None,,None,,None,None,None,None,None,None,0,None,None,,,S,sols,None,None,32.0,1.092857,49.387043,000BH
2018-1034785,2018-08-31,1,Vente,147000.0,6.0,None,RUE DES FRERES LUMIERE,930,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0038,None,None,None,,None,,None,None,None,None,None,None,0,1,Maison,90.0,4.0,S,sols,None,None,448.0,1.093626,49.387753,000BH
2018-1034590,2018-08-11,1,Vente,115000.0,43.0,None,RUE PAUL LANGEVIN,1900,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0111,None,None,None,,None,,None,None,None,None,None,None,0,1,Maison,78.0,5.0,S,sols,None,None,83.0,1.090072,49.385565,000BH
2018-1034590,2018-08-11,1,Vente,115000.0,43.0,None,RUE PAUL LANGEVIN,1900,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0111,None,None,None,,None,,None,None,None,None,None,None,0,1,Maison,78.0,5.0,J,jardins,POTAG,Jardin potager,589.0,1.090072,49.385565,000BH
2018-1034191,2018-08-10,1,Vente,177000.0,8.0,None,RUE CLAUDINE GUERIN,505,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0188,None,None,None,,None,,None,None,None,None,None,None,0,1,Maison,84.0,5.0,S,sols,None,None,250.0,1.09495,49.384991,000BH
2018-1032920,2018-06-08,1,Vente,145000.0,15.0,None,RUE DES FRERES LUMIERE,930,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0085,None,None,None,,None,,None,None,None,None,None,None,0,1,Maison,80.0,5.0,S,sols,None,None,261.0,1.09324,49.387245,000BH
2018-1032520,2018-05-17,1,Vente,175000.0,9.0,None,RUE NIKOLA TESLA,1774,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0362,None,None,None,,None,,None,None,None,None,None,None,0,1,Maison,91.0,5.0,S,sols,None,None,395.0,1.091223,49.388352,000BH
2018-1032730,2018-05-11,1,Vente,115000.0,28.0,None,RUE DES FUSILLES,940,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0125,None,None,None,,None,,None,None,None,None,None,None,0,1,Maison,65.0,4.0,S,sols,None,None,375.0,1.09128,49.386227,000BH
2018-1032730,2018-05-11,1,Vente,115000.0,26.0,None,RUE DES FUSILLES,940,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0126,None,None,None,,None,,None,None,None,None,None,None,0,None,None,,,S,sols,None,None,700.0,1.091194,49.385798,000BH
2018-1032476,2018-05-09,1,Vente,219350.0,46.0,None,RUE DES FUSILLES,940,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0269,None,None,None,,None,,None,None,None,None,None,None,0,1,Maison,68.0,3.0,S,sols,None,None,721.0,1.090568,49.386049,000BH
2018-1032476,2018-05-09,1,Vente,219350.0,46.0,None,RUE DES FUSILLES,940,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0270,None,None,None,,None,,None,None,None,None,None,None,0,None,None,,,S,sols,None,None,313.0,1.090726,49.385626,000BH
2018-1032120,2018-04-16,1,Vente,77000.0,8.0,None,RUE PAUL LANGEVIN,1900,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0030,None,None,307,,317,73.0,325,None,None,None,None,None,3,2,Appartement,73.0,4.0,None,None,None,None,,1.093953,49.388219,000BH
2018-1031826,2018-04-04,1,Vente,131000.0,41.0,None,RUE PAUL LANGEVIN,1900,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0112,None,None,None,,None,,None,None,None,None,None,None,0,1,Maison,78.0,5.0,S,sols,None,None,84.0,1.090126,49.385697,000BH
2018-1031826,2018-04-04,1,Vente,131000.0,41.0,None,RUE PAUL LANGEVIN,1900,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BH0112,None,None,None,,None,,None,None,None,None,None,None,0,1,Maison,78.0,5.0,J,jardins,POTAG,Jardin potager,592.0,1.090126,49.385697,000BH
